review_id,aspect,sentiment_label,sentiment_score
90,bathroom,positive,0.9986247
90,room,positive,0.9987955
90,staff,positive,0.99850214
90,access,positive,0.9982948
90,breakfast,positive,0.9972475
90,environment,positive,0.99849737
91,horror,negative,0.95865136
91,season,negative,0.89867246
91,branch,negative,0.9878935
91,net,negative,0.98424536
93,towel,positive,0.7216864
93,waterfall,positive,0.9839468
93,rice,positive,0.9227898
93,park,positive,0.8208569
93,location,positive,0.81258947
93,conditioning,positive,0.9097598
93,kitchen,positive,0.7429254
93,taste,positive,0.9955923
93,staff,positive,0.99385935
93,wkk,positive,0.88123167
93,mask,positive,0.90732706
94,city,neutral,0.88223684
97,stall,positive,0.5661648
97,rice,positive,0.6236021
97,tree,positive,0.7683874
97,room,positive,0.7278332
97,water,positive,0.6570162
97,street,positive,0.5200814
97,child,positive,0.68494725
97,place,positive,0.72998565
97,plantsbonsai,positive,0.59112704
98,silence,positive,0.99759287
99,escape,positive,0.98293716
100,healing,positive,0.97307295
101,desk,neutral,0.9327979
103,atmosphere,positive,0.9620751
103,sip,positive,0.7789999
103,area,positive,0.75491214
103,room,positive,0.7814987
103,competitor,positive,0.59330183
103,access,positive,0.83753526
103,healing,neutral,0.91609865
103,experience,positive,0.81675565
103,bag,positive,0.69254774
104,atmosphere,positive,0.9946737
105,place,positive,0.9934087
105,cabin,positive,0.99370474
105,time,negative,0.94127256
105,heater,negative,0.97500944
106,bathroom,positive,0.99815816
106,waterfall,positive,0.647234
106,forest,neutral,0.62111336
107,air,positive,0.997459
107,place,positive,0.9959895
108,cold,negative,0.97129446
108,mattress,negative,0.9908217
108,signal,negative,0.94776183
108,host,negative,0.9532327
109,tree,negative,0.96419054
109,money,negative,0.9284393
109,parking,negative,0.77474135
109,branch,negative,0.9564673
109,officer,negative,0.97364545
109,accountability,negative,0.98350555
110,experience,positive,0.99721056
111,kitchen,neutral,0.6258883
111,wifi,positive,0.92822623
112,waterfall,negative,0.7222115
112,slow,negative,0.8016101
112,achievement,positive,0.51215404
112,entrance,negative,0.8131676
112,time,negative,0.77722067
112,healing,positive,0.49437678
112,mark,negative,0.7996195
112,road,negative,0.81849355
114,waterfall,positive,0.9981767
114,area,positive,0.9975454
114,bobocabin,positive,0.99781114
114,experience,positive,0.9984884
114,environment,positive,0.9984334
117,experience,positive,0.9911288
118,waterfall,positive,0.9985366
118,cabin,positive,0.9978509
118,view,positive,0.998676
118,restaurant,neutral,0.910575
118,access,positive,0.9879203
120,air,positive,0.9785503
120,atmosphere,positive,0.9768488
120,reason,positive,0.9691073
120,cabin,positive,0.9771942
120,rice,positive,0.9734394
120,view,positive,0.97348344
120,toilet,positive,0.9810889
120,weather,positive,0.9626173
120,water,positive,0.97085774
120,kitchen,positive,0.9472129
120,time,positive,0.971959
120,place,positive,0.9799048
121,people,neutral,0.63517284
121,station,neutral,0.7394841
121,location,neutral,0.6204885
121,water,neutral,0.4776481
121,place,positive,0.515811
121,garden,neutral,0.6254569
121,jacket,neutral,0.7193501
121,price,neutral,0.621242
122,room,positive,0.97722363
122,forest,positive,0.9916952
122,tree,positive,0.97778386
122,service,positive,0.9982394
126,cabin,positive,0.90901387
128,guy,positive,0.9954726
128,mattress,negative,0.97516567
128,view,positive,0.99757993
129,waterfall,positive,0.8513897
129,menu,neutral,0.7084832
129,location,positive,0.9888192
129,terrain,negative,0.9345608
129,staff,positive,0.99192977
130,road,negative,0.9444948
130,place,positive,0.98910224
131,room,positive,0.9982851
131,atmosphere,positive,0.9984372
133,gocar,positive,0.9552896
133,mendoan,positive,0.70293236
133,waterfall,positive,0.9681129
133,hotel,positive,0.8809906
133,staycation,positive,0.9839311
133,discount,positive,0.80343974
133,access,positive,0.9469495
133,garden,positive,0.64397895
133,price,positive,0.86551905
135,bowl,positive,0.98375905
135,downside,positive,0.9842247
135,people,positive,0.9775358
135,rice,positive,0.9844205
135,speaker,positive,0.97526246
135,location,positive,0.97675157
135,city,positive,0.9396188
135,staff,positive,0.98552567
135,water,positive,0.9780869
135,facility,positive,0.989435
135,fork,positive,0.984869
135,steamboat,positive,0.96876377
135,stay,positive,0.9872459
135,food,positive,0.9841818
137,area,neutral,0.8942746
137,bobocabin,neutral,0.8663882
137,room,neutral,0.9062233
137,cutlery,neutral,0.84570277
137,kitchen,neutral,0.8690084
137,road,positive,0.80155766
138,vibe,positive,0.9959037
143,service,negative,0.99638957
144,sensation,positive,0.9414412
144,forest,neutral,0.667704
145,atmosphere,positive,0.9479227
145,staircase,positive,0.7624003
145,time,positive,0.86217326
145,combination,positive,0.9122163
145,sound,positive,0.955816
145,experience,positive,0.94578546
145,facility,positive,0.943215
146,room,positive,0.9978295
147,room,positive,0.9685251
147,beware,positive,0.82290155
147,animal,negative,0.7855227
147,fun,positive,0.93836516
148,view,positive,0.998752
148,place,positive,0.996997
149,lodging,positive,0.99739134
149,camping,positive,0.99421656
149,room,positive,0.9536433
149,food,neutral,0.8907419
150,mattress,negative,0.91773295
150,price,positive,0.9609238
150,dear,positive,0.9763447
150,experience,positive,0.97606057
151,tent,positive,0.98489124
152,atmosphere,positive,0.9934957
154,air,positive,0.9981433
154,people,positive,0.99495703
154,staycation,positive,0.9910787
154,stair,positive,0.9652965
154,place,positive,0.9979279
154,price,positive,0.9968976
156,place,positive,0.9974427
157,process,negative,0.8898723
157,lighting,negative,0.8976554
161,place,positive,0.99648845
164,sleeping,positive,0.9979972
165,rice,positive,0.8287607
165,rate,positive,0.877896
165,staff,positive,0.9878368
165,time,positive,0.91505235
165,vibe,positive,0.9916121
165,price,negative,0.49991953
167,visitor,positive,0.958199
167,atmosphere,positive,0.9853264
167,scenery,positive,0.9815695
167,suggestion,positive,0.97032803
167,city,positive,0.96460575
167,weather,positive,0.9605425
167,generator,positive,0.9456077
167,staff,positive,0.98234713
167,wall,positive,0.96668184
167,weekend,positive,0.95665705
167,power,positive,0.83625567
168,place,positive,0.99689215
169,experience,negative,0.6876813
169,cabin,negative,0.8764987
169,spray,negative,0.91937095
169,mattress,negative,0.973345
169,water,negative,0.90566605
169,facility,negative,0.95848906
170,forest,neutral,0.96358293
170,price,negative,0.99606127
170,location,negative,0.47928718
170,bobocabin,neutral,0.96365863
171,place,positive,0.9949385
172,part,negative,0.67574394
172,season,negative,0.63733584
172,hotel,positive,0.5479753
172,electricity,negative,0.8645164
172,advice,negative,0.49380916
172,kitchen,negative,0.7036202
172,voltage,negative,0.8377529
172,place,positive,0.7732379
172,supply,negative,0.5494155
172,equipment,positive,0.520992
173,day,negative,0.85576016
174,place,positive,0.992307
176,stroller,positive,0.634385
176,cabin,positive,0.98638994
176,whore,positive,0.9648931
176,place,positive,0.98629576
176,food,negative,0.6460043
177,attention,negative,0.8130926
177,management,negative,0.95320433
177,dirty,negative,0.9781747
177,kitchen,negative,0.9558996
177,umbrella,negative,0.62249863
177,service,positive,0.97409827
178,room,positive,0.96391255
178,technology,positive,0.9962825
178,experience,positive,0.5599198
180,atmosphere,positive,0.9979526
180,feel,positive,0.9954867
181,getaway,negative,0.58869034
181,people,negative,0.8058283
181,chill,negative,0.65088415
181,year,negative,0.57608926
181,time,negative,0.8024195
181,ambience,positive,0.86139596
181,child,negative,0.9604756
181,drink,negative,0.6516227
183,signal,negative,0.8438361
183,blur,neutral,0.8103677
183,glass,neutral,0.78723323
183,facility,positive,0.96813893
184,location,positive,0.9814988
184,garden,neutral,0.6737547
185,lodging,positive,0.89663273
185,explanation,positive,0.8669989
185,path,positive,0.8602289
185,lol,positive,0.88382596
185,husband,positive,0.88539934
185,kitchen,positive,0.87272227
185,experience,positive,0.9443063
185,attraction,positive,0.8532639
185,stair,positive,0.85716873
185,total,positive,0.88470477
186,view,positive,0.99810165
187,cabin,positive,0.9631165
187,fall,positive,0.9112041
188,concept,positive,0.99737823
188,area,positive,0.980249
188,time,positive,0.99265915
188,experience,positive,0.9953022
188,place,positive,0.99402374
189,electricity,negative,0.9908721
189,time,positive,0.7925435
189,cabin,positive,0.9139367
190,staycation,positive,0.9926156
190,night,positive,0.5155991
191,error,neutral,0.5382438
191,location,positive,0.8053781
191,tree,positive,0.6619894
191,weather,neutral,0.57660896
191,room,positive,0.8720984
191,family,positive,0.5169981
191,service,positive,0.97309047
191,rain,neutral,0.57278746
192,flag,neutral,0.8719772
192,rice,negative,0.60273266
192,room,neutral,0.7570919
192,staff,negative,0.90262336
192,time,neutral,0.70933956
192,milk,positive,0.4450436
192,response,negative,0.89853156
193,cabin,positive,0.73784184
193,area,positive,0.9942621
193,staff,positive,0.9968071
193,time,positive,0.9812578
193,combination,positive,0.9866415
193,experience,positive,0.99122065
193,attraction,neutral,0.86342597
193,place,positive,0.9859071
194,atmosphere,positive,0.9960276
194,location,positive,0.91485554
194,door,positive,0.6391379
194,place,positive,0.99282736
194,camping,positive,0.77869594
194,inside,positive,0.987301
195,place,positive,0.998315
196,space,positive,0.99397606
196,system,positive,0.99301046
196,guest,positive,0.99365646
196,bobocabin,positive,0.9937103
196,place,positive,0.99642247
196,explanation,positive,0.9954678
197,type,positive,0.9754578
197,place,positive,0.9690258
197,number,neutral,0.6081763
199,toiletry,positive,0.9428154
199,thing,positive,0.93600094
199,fog,positive,0.92313325
199,mop,positive,0.9299372
199,design,positive,0.9441089
199,city,positive,0.93268394
199,time,positive,0.9376605
199,environment,positive,0.9405627
199,place,positive,0.9413691
199,bed,positive,0.94091964
199,price,positive,0.9418109
199,cabin,positive,0.9342304
199,rental,positive,0.93343866
199,location,positive,0.94409376
199,size,positive,0.9386793
199,booster,positive,0.92445314
199,cost,positive,0.93506676
199,people,positive,0.93476486
199,staff,positive,0.9408912
199,drink,positive,0.93365633
199,type,positive,0.9389217
199,crawler,positive,0.92592794
199,advantage,positive,0.9400229
199,area,positive,0.9362076
199,wifi,positive,0.9374883
199,employee,positive,0.9372609
199,number,positive,0.93118715
199,lotion,positive,0.93552005
199,option,positive,0.93429804
199,bag,positive,0.9292424
200,fiu,positive,0.99824333
202,atmosphere,positive,0.9987684
202,place,positive,0.9979413
202,service,positive,0.99860555
203,waterfall,positive,0.9968972
203,location,positive,0.6208549
204,room,positive,0.894794
204,stair,positive,0.45528135
204,smell,negative,0.97105664
204,shoe,positive,0.8081836
206,experience,positive,0.99749774
207,sensation,positive,0.88166696
208,waterfall,positive,0.99531096
208,fog,neutral,0.9812339
209,hotel,positive,0.998125
209,service,positive,0.99776566
211,concept,positive,0.9980987
211,location,positive,0.9756615
211,tree,positive,0.99264294
211,window,positive,0.9943633
211,water,positive,0.96511793
211,house,positive,0.9820295
212,nature,positive,0.99413043
213,kid,negative,0.63263696
214,water,positive,0.6094551
214,smell,negative,0.9659077
214,experience,positive,0.94287217
215,atmosphere,positive,0.9925454
215,area,positive,0.6807322
215,childrens,negative,0.9039383
215,experience,positive,0.51315284
216,sensation,positive,0.98261136
216,cabin,positive,0.9914528
217,room,positive,0.9975165
217,experience,positive,0.99395776
218,experience,positive,0.99356914
220,nature,positive,0.99716175
220,place,positive,0.9954646
220,experience,positive,0.9952178
221,one,positive,0.9819542
221,experience,positive,0.98132485
221,feature,positive,0.98223835
221,beauty,positive,0.9880223
221,impression,positive,0.98998463
221,menu,positive,0.9830657
221,window,positive,0.98528045
221,bobocabin,positive,0.9804584
221,accommodation,positive,0.98765314
221,facility,positive,0.9801608
221,night,positive,0.9831329
221,feel,positive,0.9818242
221,place,positive,0.9809414
221,activity,positive,0.98020935
221,equipment,positive,0.98224443
222,tampa,positive,0.6086739
223,manado,positive,0.8547108
223,experience,positive,0.9670387
223,view,positive,0.99329585
223,room,positive,0.991638
223,success,positive,0.9720988
223,service,positive,0.9889604
223,sunset,neutral,0.7458224
224,experience,positive,0.99676263
224,view,positive,0.9974056
224,bobocabin,positive,0.9973683
224,room,positive,0.99756986
224,service,positive,0.99855536
224,place,positive,0.9978969
225,assistant,positive,0.9972888
225,worker,positive,0.99770135
226,view,positive,0.9980574
226,restaurant,negative,0.7122637
226,stay,positive,0.99827456
226,staff,positive,0.9982938
227,property,positive,0.9981918
227,food,positive,0.99825543
228,place,positive,0.99765116
229,view,positive,0.99794847
229,cabin,positive,0.9981225
230,cabin,neutral,0.6548095
230,space,positive,0.5872369
230,checkout,positive,0.56026524
230,wifi,positive,0.9165086
230,pool,positive,0.5784386
230,info,positive,0.58711755
230,facility,positive,0.5346486
230,place,positive,0.66493136
230,one,positive,0.5570619
231,room,positive,0.9955907
232,room,positive,0.9979475
232,location,positive,0.998128
232,service,positive,0.99574596
234,cleanliness,neutral,0.89411545
234,service,positive,0.9955546
234,view,positive,0.99452555
234,facility,neutral,0.8231204
235,view,positive,0.9985488
236,fee,positive,0.5059003
236,hill,negative,0.7615297
236,check,negative,0.43778223
236,repellent,positive,0.53216755
236,staff,positive,0.8614294
236,breakfast,positive,0.83092594
236,car,negative,0.37216917
237,location,positive,0.9956665
238,experience,positive,0.9973719
238,view,positive,0.9976738
238,time,positive,0.9951362
238,facility,positive,0.99761283
238,service,positive,0.99684346
238,place,positive,0.99692374
239,atmosphere,positive,0.9716134
239,key,positive,0.5386263
239,rice,positive,0.81392664
239,concept,positive,0.9642054
239,location,positive,0.88000464
239,view,positive,0.89260644
239,amount,positive,0.8621792
239,market,positive,0.72081
239,check,positive,0.8435573
239,water,positive,0.83123165
239,staff,positive,0.9583563
239,pm,positive,0.68676484
239,place,positive,0.8490336
239,drink,positive,0.79550284
239,food,positive,0.9712008
241,place,positive,0.9987632
242,staff,positive,0.9982559
242,place,positive,0.9983432
242,fun,positive,0.99793625
243,road,negative,0.9956221
243,place,positive,0.9929818
244,parking,positive,0.8168387
245,thing,positive,0.9736685
245,atmosphere,positive,0.97960806
245,food,positive,0.97609234
245,hotel,positive,0.97170943
245,nature,positive,0.9773163
245,view,positive,0.9793179
245,location,positive,0.9787709
245,market,positive,0.96957165
245,room,positive,0.9758616
245,staff,positive,0.97614914
245,fun,positive,0.97566086
245,service,positive,0.9791124
245,car,positive,0.9696928
246,place,positive,0.99812156
246,breakfast,negative,0.97129714
246,service,positive,0.99801815
247,view,positive,0.9976306
247,staff,positive,0.99774003
248,nature,positive,0.99822825
248,view,positive,0.9975781
249,view,positive,0.99784136
249,place,positive,0.9945374
250,atmosphere,positive,0.99682045
250,vehicle,positive,0.90769887
250,access,positive,0.99080276
250,wifi,positive,0.9972806
251,thing,positive,0.9862927
251,experience,positive,0.9902976
251,tech,positive,0.9951368
251,trip,positive,0.9939389
251,sight,positive,0.99187124
253,atmosphere,positive,0.9586263
253,menu,negative,0.9910001
253,view,positive,0.99031305
253,staff,positive,0.993032
253,food,negative,0.9334558
254,angel,positive,0.99179935
254,place,positive,0.991286
254,job,positive,0.9977386
254,service,positive,0.9980811
256,guy,positive,0.98957765
256,view,positive,0.9970425
257,city,positive,0.9967602
257,experience,positive,0.83097976
258,impression,positive,0.9841765
258,morning,positive,0.9783532
258,breakfast,positive,0.97869396
258,place,positive,0.9766724
258,food,positive,0.97933435
258,cabin,positive,0.9790743
258,daughter,positive,0.9783718
258,road,positive,0.9745343
258,kid,positive,0.9782647
258,hour,positive,0.9779519
258,driver,positive,0.9816838
258,view,positive,0.98118913
258,staff,positive,0.98445964
258,sunrise,positive,0.9789221
258,bbq,positive,0.9780659
258,quality,positive,0.98328626
258,climb,positive,0.9755415
258,experience,positive,0.9805322
258,gesture,positive,0.9822119
259,location,positive,0.9972071
260,time,positive,0.5371311
262,child,positive,0.995297
262,atmosphere,positive,0.99736696
262,staff,positive,0.99825805
262,experience,positive,0.99583435
263,atmosphere,positive,0.99853885
263,facility,positive,0.99419457
263,service,positive,0.9984596
263,experience,positive,0.99622947
264,atmosphere,positive,0.9983411
266,sister,neutral,0.78360987
266,room,neutral,0.7774683
266,offer,neutral,0.7098534
266,place,neutral,0.7866969
266,price,negative,0.7057861
267,place,positive,0.9980843
267,sound,negative,0.98842305
268,atmosphere,positive,0.9983802
270,visitor,positive,0.97422194
270,menu,positive,0.9753818
270,room,positive,0.98701245
270,meat,positive,0.9766386
270,breakfast,positive,0.9884338
270,service,positive,0.99179417
270,internet,positive,0.98776686
270,jam,positive,0.97603685
270,environment,positive,0.97683835
270,place,positive,0.9802741
270,track,positive,0.984843
271,atmosphere,positive,0.9867178
271,scenery,positive,0.9874408
271,transportation,positive,0.786016
271,time,positive,0.85019225
271,breakfast,positive,0.9549579
271,touch,positive,0.95872575
272,air,positive,0.8083692
272,season,positive,0.72624516
272,cabin,positive,0.7762014
272,weather,positive,0.7055319
272,staff,positive,0.79913586
272,staying,positive,0.94982314
272,food,positive,0.71700466
273,scam,negative,0.99328107
274,water,positive,0.83432823
274,service,positive,0.99869823
275,place,positive,0.9970235
275,suggestion,positive,0.7946831
277,atmosphere,positive,0.99844366
278,bathroom,positive,0.65896714
278,air,positive,0.93710667
278,forest,positive,0.7569246
278,cabin,positive,0.66661495
278,location,positive,0.70631945
278,check,positive,0.8678118
278,experience,positive,0.9647037
278,environment,positive,0.9513295
278,place,positive,0.915887
279,staycation,positive,0.99683857
279,morning,negative,0.43261334
279,duper,positive,0.99399686
281,cabin,negative,0.96183574
281,hmm,negative,0.739165
281,breakfast,positive,0.509627
282,bathroom,positive,0.8376445
282,obstacle,positive,0.86275965
282,water,positive,0.8545613
282,time,positive,0.8472276
282,place,positive,0.85833365
282,food,positive,0.91573113
282,table,positive,0.8583577
282,cabin,positive,0.86239856
282,intention,positive,0.88294536
282,location,positive,0.8384342
282,suggestion,positive,0.8598172
282,office,positive,0.7927503
282,person,positive,0.8598954
282,menu,positive,0.7633849
282,staff,positive,0.921187
282,space,positive,0.8581863
282,side,positive,0.8487394
282,lot,positive,0.8553784
282,number,positive,0.84676
282,dish,positive,0.854118
283,maintenance,negative,0.9922714
283,visitor,negative,0.9672115
283,cabin,negative,0.97117674
283,location,negative,0.49663705
283,circulation,negative,0.9851981
283,staff,negative,0.7642167
283,water,negative,0.9645097
283,insect,negative,0.9838409
283,price,negative,0.9752585
284,service,positive,0.9907951
284,experience,positive,0.9770533
285,bathroom,positive,0.9311149
285,insulation,positive,0.81486577
285,maintenance,negative,0.72763944
285,season,positive,0.82876915
285,cabin,positive,0.8729226
285,weather,positive,0.7986664
285,gripe,positive,0.63138723
285,place,positive,0.8475221
286,playground,positive,0.994672
286,security,positive,0.9945569
286,admin,negative,0.9047605
286,place,positive,0.99756444
286,supervision,positive,0.89965653
287,cool,positive,0.9878227
288,fee,neutral,0.49301228
288,towel,neutral,0.6715244
288,grass,negative,0.6639573
288,fly,negative,0.51257086
288,menu,negative,0.57698864
288,afternoon,negative,0.44333905
288,trip,negative,0.5235143
288,service,negative,0.9596361
288,food,negative,0.67853963
289,jacuzzi,positive,0.8744455
289,reason,positive,0.42332885
289,thing,positive,0.41761386
289,rice,neutral,0.5602665
289,bee,negative,0.5693105
289,tree,neutral,0.57951194
289,chicken,neutral,0.48042968
289,spot,neutral,0.48359272
289,set,positive,0.43051973
289,breakfast,positive,0.57079726
289,service,positive,0.5672469
289,insect,negative,0.5944235
289,guy,positive,0.39598724
290,room,positive,0.9972752
290,service,positive,0.9985336
291,suggestion,positive,0.5300988
291,cabin,negative,0.97938764
291,experience,positive,0.9359933
292,view,positive,0.99478537
292,room,positive,0.9955361
292,lol,positive,0.98942137
292,husband,positive,0.9868283
292,time,positive,0.98964685
292,service,positive,0.9963406
294,wifi,negative,0.99384874
294,animal,negative,0.52923006
294,staff,positive,0.9845946
294,comfort,positive,0.9934742
294,food,negative,0.9891439
295,downside,negative,0.9710169
295,cold,negative,0.9141837
295,grass,positive,0.9871536
296,atmosphere,positive,0.9980782
296,place,positive,0.99785656
296,facility,positive,0.9967204
297,room,negative,0.9539234
297,location,positive,0.95153546
298,soto,negative,0.9770353
298,quality,negative,0.901534
298,room,negative,0.94615316
298,soup,negative,0.97180533
298,breakfast,negative,0.9769512
298,place,negative,0.91414064
299,type,positive,0.65409595
299,air,positive,0.99732935
299,review,positive,0.8820107
299,view,positive,0.9972108
299,kid,positive,0.9897544
300,tub,positive,0.9030807
300,fly,positive,0.49318862
300,bee,positive,0.48820627
300,day,negative,0.51307344
300,water,negative,0.48336527
300,experience,positive,0.9159847
300,insect,negative,0.52450716
301,forest,positive,0.9859983
301,experience,positive,0.9947305
302,view,positive,0.98348546
302,circulation,negative,0.9660808
302,ambience,positive,0.98039055
303,issue,positive,0.53270763
303,ground,positive,0.69396436
303,family,positive,0.6177767
303,time,positive,0.87885725
303,place,positive,0.8520599
303,activity,positive,0.6684646
304,place,positive,0.99442625
304,area,positive,0.98126537
306,room,negative,0.78239965
306,meat,negative,0.9853071
306,equipment,negative,0.94100785
306,bbq,negative,0.984812
307,lot,negative,0.9787024
307,spot,negative,0.9846599
307,room,negative,0.9829686
307,line,negative,0.9850429
308,security,negative,0.95294434
308,management,negative,0.93494874
308,breakfast,negative,0.93135774
308,facility,negative,0.93302995
308,class,negative,0.93135715
308,place,negative,0.9273267
308,price,negative,0.9303809
308,food,negative,0.92884856
308,customer,negative,0.9241363
308,people,negative,0.9321268
308,sama,negative,0.91918355
308,bedroom,negative,0.93540174
308,money,negative,0.9308295
308,room,negative,0.93182373
308,gent,negative,0.9345671
308,fee,negative,0.93146336
308,type,negative,0.9305742
308,u,negative,0.93205607
308,area,negative,0.9364021
308,amount,negative,0.93206435
308,toilet,negative,0.9331959
309,toilet,negative,0.8523603
309,video,negative,0.55400497
309,room,neutral,0.84699535
309,service,positive,0.94816154
309,place,positive,0.6153262
309,food,neutral,0.44899684
310,forest,positive,0.9538625
310,shower,positive,0.95461404
310,grass,positive,0.9563382
310,rice,positive,0.95993733
310,water,positive,0.9551406
310,time,positive,0.9567248
310,gaiss,positive,0.94363505
310,food,positive,0.9608406
310,cabin,positive,0.9567699
310,location,positive,0.95918655
