name,star,time,Place Id,review_id,reviews
Slamet Nugroho,5.0,2024-07-05 00:00:00,14,31,"kamarnya super nyaman, tempat sejuk cocok banget buat yang pengin liburan sama keluarga,teman, apa sama pasangan, dan tempatnya berada di area kebun raya baturraden dekat dengan wisata seperti pancuran 7 dan di didalem area bobocabin ada curug yang bagus banget tempatnya enak banget buat nongkrong. terus pas malam kita bisa pesan bbq an jadi buat yang mau nginep enggak usah khawatir karena banyak pilihan menu bbq nya😍"
Fikri Ardian,5.0,2024-07-05 00:00:00,14,32,"i had a very satisfying stay at this cabin. the facilities provided are excellent and cater to all my needs. the service from the hotel staff is very friendly and professional; they are always ready to assist quickly and efficiently. additionally, the cleanliness of the hotel is impeccable, from the rooms to the common areas. i highly recommend this hotel to anyone looking for a comfortable and high-quality place to stay"
vira fitri zulaikha,5.0,2024-07-05 00:00:00,14,33,"mantap banget sih view nya udaranya , sudah kayak dapat oksigen gratis"
Ricky Zulfandi,5.0,2024-07-05 00:00:00,14,34,"took me around 8 hours drive from jakarta. at first, i thought its just a glamping but i was stunned when i found it was a high tech modern cabin ini the center of forest of high trees with so much tranquility and comfort.  they have their own waterfall inside the area and we can also enjoy the botanical garden and interesting spots ini the same area."
Erwan Erwan,4.0,2024-06-28 00:00:00,14,35,"room nya cukup baik, kalau bawa anak sih kurang cocok karena roomnya kecil banget dan tidak ada fasilitas tv, kawat nyamuk jendela ada yang sudak rusak, posisi ac tidak nyaman karena langsung kena tempat tidur"
Niki Ardhian,3.0,2024-06-28 00:00:00,14,36,"tidak bisa pilih room, tidak ada air isi ulang best cabin no 11 dan 34"
MUHAMMAD HAIKAL,5.0,2024-06-21 00:00:00,14,37,"sangat nyaman, canggih, pemandangan alam, bersih, semua serba teknologi, dari buka pintu hingga pembayaran. jadi bagi yang mau berkunjung pastikan sudah download bobobox dan saldo sudah tercukupi."
dewi ida,5.0,2024-06-12 00:00:00,14,38,"diawali rasa penasaran tapi juga khawatir di saat bersamaan, aku & suami nekat saja booking akomodasi ini. penasaran karena enggak biasa (di tengah hutan & unik cabinnya) & khawatir karena takutnya bakal bosan (aku bukan orang yang suka wisata alam hehe...). ternyata sampai lokasi, i was stunned. so cute, so calm, so serene, yet so modern.  staycation + healing kali ini sukses banget. thanks a lot bobocabin baturraden. next mencoba bobocabin mana lagi ya? 😁"
buat senang,5.0,2024-06-12 00:00:00,14,39,kuntilanak nya banyak
anshah lesmana,5.0,2024-06-12 00:00:00,14,40,"pengalaman yang menarik banget memutuskan nginep disini, entah ya kalo bobocabin lain tapi di baturaden ini vibes nya seru banget, benar benar di tengah hutan pinusnya perhutani, adem, tenang benaran healing ❤️  pagi tuh juga syahdu banget suasananya..  soal cabin ya standar ya kalo ngarepin yang bagus banget ya enggak, tapi nyaman iya kok nyaman even saya bawa 1 toodler dan 1 bayi mereka nyaman ❤️ toodler senang bisa ganti2 lampu, ada efek suara dsb hihi hightech ya!  ya capek naik saja sih wkwk  ada curug dalam komplek bobocabin tapi enggak kesana karena jalannya kurang kids friendly jadi cari curug lain hihi  jalan ke komplek bobocabinnya lumayan ya jangan langsung malam sih kesini enak dari siang jadi tau medan hehe"
mia andromeda,3.0,2024-06-12 00:00:00,14,41,"self service menggunakan aplikasi bobobox, berlokasi di dalam hutan, akses menuju bobocabin di malam hari gelap gulita  btw akses ke bobocabin kudu bayar lagi di loket depan 25 ribu per orang padahal sudah bilang mau menginap di bobocabin 😌  di dalam area bobocabin ada air terjun yang cantik sekali, tapi aksesnya enggak aman buat anak kecil apalagi orangtua (tangga curam)  dipan mohon maaf berdebu sekali 😁  toilet cukup bersih apabila ingin makan malam di bobocabin bisa order melalui aplikasi bobobox (tapi harga cukup mahal ya)  sarapan enak tapi tidak bervariasi  tidak ada hal lain yang bisa dilakukan disekitar selain jalan ke air terjun, jadi menurut saya kurang menarik apalagi dengan harga yang cukup mahal dan dipan yang berdebu 🙏🏻"
nisya dillah,5.0,2024-06-12 00:00:00,14,42,pasti kembali lagi
Handi S,5.0,2024-06-12 00:00:00,14,43,kamarnya bersih. ada jendela kaca langsung hadap ke hutan pinus. tmptnya dingin. ada air terjun dekat sana. recomended 👍👍
rizky “putra” pratama,5.0,2024-06-12 00:00:00,14,44,tempat terbaik sepanjang liburan ❤️
Aly Genzo,5.0,2024-06-12 00:00:00,14,45,"lokasi ada didalam kebun raya baturaden,sangat mudah diakses,gajauh dsri pintu masuk baturaden via purwokerto. suasana adem asri,enak buat istirahat. pelayanan baik,ramah ramah, kalo malam syahdu suara alamnya.. kalo siang bosan bisa jalan jalan ke curug,jalan 15 langsung sampai ke curug yang sangat bagus."
Yakup Toni,5.0,2024-06-12 00:00:00,14,46,"bobocabin baturraden, purwokerto bobocabin stay. room : cabin superbersih staff : ramah, cuman agak lama saja kalo kita rikues sesuatu.. lokasi : hutan pinus..udara bersih.. tenang, cozy,   . parkir ada dan luas, pokoknya ini : ""stunning location, breathtaking place, cozy place, amazing wilderness, incredible air, epic place"". overall, 5⭐ + 5⭐ again for all the judges given.!"
anwar subianto,5.0,2024-06-12 00:00:00,14,47,"alhamdulillah, pengalaman pertama merasakan dan menginap di bobocabin. mungkin akan mencoba akomodasi sejenis di tempat lain"
FAN,5.0,2024-05-13 00:00:00,14,48,recommended lah
awan ganesha,5.0,2024-05-13 00:00:00,14,49,peaceful place to spend the weekend
Aviani Dewi,5.0,2024-05-13 00:00:00,14,50,masuk untuk masuk ke curug.
Debora Catur,4.0,2024-05-13 00:00:00,14,51,"tempat nya nyaman sunyi, vibes nya kayak hutan benaran, kamarnya bersih, deluxe cukup untuk 2 dewasa + 1 anak kecil bbq package juga ada buat seru seruan malam breakfast nya nasi goreng dan nasi kuning nya lumayan enak juga, sayang dapat cabin paling ujung jauh dari lobi pas bawa bocil agak repot ada curug nya bagus dan enggak jauh dari cabin, berasa private over all menyenangkan,  (-) jalan nya ke cabin cabin licin dan banyak lumut, di depan kamar pun juga saran untuk yang dari semarang nge maps langsung ke bobocabin, better ke purwokerto kota dulu karena kita kemarin lewat di tengah hutan 🙀 untung kita ke sana pagi jadi enggak begitu creepy"
Arifur Rahman,5.0,2024-05-13 00:00:00,14,52,"terletak di kawasan wana wisata baturraden, opsi wisata lain enggak jauh dari lokasi ini. ada curug tirta sela"
Pandu Wibowo,5.0,2024-05-13 00:00:00,14,53,"tempat yang cocok untuk kembali ke alam. tenang dan sunyi, hanya suara alam. mengeratkan kembali ikatan keluarga di tengah alam sambil menghabiskan waktu bersama"
Uliek Mandiri,2.0,2024-04-13 00:00:00,14,54,"the ambience was great, quite, clear air. the room was comfortable and set up with smart home equipment. too bad the service was poor. i ordered indomie from one of their menu which according to the staff’s information during check ini will be sub-coned to local people. after ini total 2,5 harus waiting, chat the staff through their app, sent my sons to check with staff, went together with hubby to meet the staff.. my chat went unanswered and the indomie never came. finally at 7pm we decided to go outside to have our dinner. our stay experience could have been great, if only the host put more attention to their service quality."
Julisa Then,5.0,2024-04-13 00:00:00,14,55,keren konsepnya. serba digitalisasi
Rahmat Juwanto,5.0,2024-04-13 00:00:00,14,56,bagus
Moez,5.0,2024-04-13 00:00:00,14,57,"everything was superb just input for further improvement, need a stronger wifi signal 😁"
Rani Rdm,5.0,2024-03-14 00:00:00,14,58,"sangat private ,, jauh dari keramaian kota. service ok ,, cabin bersih, air panas lancar tidak ada kendala . sarapan juga enak ( nasi goreng dan nasi kuning ). akses sangat mudah  💕 untuk review lengkapnya bisa dilihat di youtube ricky farici ya 🥰"
krisno dwi raharjo,4.0,2024-03-14 00:00:00,14,59,"menyatu dengan hutan, tatanan kamar compact, sound system dan pencahayaan dalam kamar membuat semakin nyaman"
kangmas faturi,1.0,2024-03-14 00:00:00,14,60,jelek banget pelayananya. tidak bisa refund maupun rescedul. apalagi kalau weekend tidak bisa diandalkan.
Muchamad Fatchuri,1.0,2024-03-14 00:00:00,14,61,tidak bisa rescedul maupun refund. jelek banget pelayanannya.. apalagi kalau weekend tidak bisa diandalkan.
Aprilia Fajriati,5.0,2024-03-14 00:00:00,14,62,"tempat refreshing yang nyaman, udaranya ok, bisa ke air terjun yang berasa milik pribadi, suasananya enak, service nya ok, amenities juga lengkap. aksesnya juga mudah. harus mencoba sih tidur ditengah hutan ❤️ waktu itu ada promo jadi cuma kena di rate 500k/night"
Mila myela,5.0,2024-03-14 00:00:00,14,63,"kamar bersih dan fasilitas ok makanannya pun juga enak. enggak jauh dari situ ada curug. mohon untuk kebersihan lebih dijaga, tempat makan bersama dan jalan2nya banyak dedaunan yang sepertinya sudah berhari2 tidak disapu, batang2 pohon yang ditebang juga tergeletak begitu saja enggak dirapikan."
Moch. Iqbal Kurniawan,5.0,2024-02-13 00:00:00,14,64,amazing
unknown,5.0,2024-02-13 00:00:00,14,65,mantap 👍
Leni aiai,5.0,2024-02-13 00:00:00,14,66,keren
Andini Nur Wahyuning Putri,5.0,2024-02-13 00:00:00,14,67,for people who love quiet places. this hotel is very recommended!
Terang Abadi,5.0,2024-02-13 00:00:00,14,68,"refreshing disini cukup nyaman, ada fasilitas api unggun, (arang berbayar) air terjun dalam lokasi (namun menuju lokasi agak ekstrem naik turun dan licin) tapi bagus banget masih asri.  kamar bagus dan bersih, modern dengan musik dan lampu yang keren bisa disetting sesuai pilihan.  lokasi didalam tempat wisata jadi harus bayar masuknya. include kebun dan pencuran air hangat.  suasana masih hutan hijau segar kalau malam sunyi senyap."
Dian Nugroho,5.0,2024-01-14 00:00:00,14,69,"sangat sangat rekomen untuk dicoba tidur di tengah hutan. benar benar healing, air terjunya sangat indah dan bisa untuk berenang"
jaka wiradinata,4.0,2024-01-14 00:00:00,14,70,nice modern cabin experience
Rajeendra Anthuryo,5.0,2024-01-14 00:00:00,14,71,the place was beautiful
Rama Adinugraha,5.0,2024-01-14 00:00:00,14,72,"tempatnya asik, cukup dingin, punya curug yang private khusus untuk bobo cabin, jdnya enak.. malemnya bisa pesan barbequean, cocok banget buat staycation disini, enggak sia2 jauh2 dari bandung kesini.."
Lingga Arrum,5.0,2024-01-14 00:00:00,14,73,"pengalaman menginap yang sangat luar biasa. benar-benar rekomendasi banget buat yang mau istirahat dari bisingnya perkotaan. walaupun menuju kabin melewati banyak anak tangga tapi cukup kids friendly. saya bawa anak 1,5 tahu dan 3 tahun mereka happy banget."
Tahanan KPK,5.0,2024-01-14 00:00:00,14,74,nyaman serasa di kampung
hery sehastian,5.0,2024-01-14 00:00:00,14,75,pegalaman menginap disini itu tenang dan damai. karena dikawasan baturraden jadi selama menginap disini bisa melakukan banyak kegiatan
Hany Kristinawati,5.0,2024-01-14 00:00:00,14,76,"saran saya jangan mengikuti gmap soalnya akan diputer puterin ke jalan kecil,mendingan bertanya orang sekitar buat lewat jalan utama menuju baturaden,bobocabinnya searah dengan wanawisata baturaden"
Dias Taradhika,5.0,2024-01-14 00:00:00,14,77,"tempatnya bersih, pemandangan indah banget sejauh mata memandang hijau dan rimbunnya hutan , sunyi tenang, stafnya ramah-ramah banget. baru datang langsung disarankan pakai free wifi bobocabin, mantap sih. stafnya seriusan murah senyum, setiap papasan saja senyum ramah banget. makanannya enak banget. kemarin dapat nasi goreng, makannya pakai piring seng, jadul penuh kenangan. kalo malam, bisa bbq-an ngegrill chicken marinated atau wagyu tenderloin. booking bobocabin sudah free ke curug dan kebun raya baturraden. curugnya indah, enggak ramai orang, trek menuju curug naik turun tapi aman karena disediakan tangga dan handrailnya. menurutku sih, bobocabin baturraden, berasa banget glamping di dalam hutan rimbunnya. mau datang kesini lagi, tunggu ya. keren sih."
sri mulyani,5.0,2024-01-14 00:00:00,14,78,"suka keliling bobocabin bobobox.. curug nya bagus banget. tapi kalo malam gelap banget enggak ada lampu sepanjang gunung, tapi pemandangan dipagi hari indah banget"
amanda L,5.0,2024-01-14 00:00:00,14,79,kalo mau yang hutan banget ini sih cocok banget dan enak banget.. aku meminta cabin atas view bagus cuma jalannya agak2 melelahkan naiknya.. mas2.nya gercep dan okee lah.. kalo mau bobo sini pastiin sudah download aplikasi bobobox biar cepat check ini..
Constantino Waleng,5.0,2024-01-14 00:00:00,14,80,keren dapat suasana baru untuk accomodasi 👍🏻👍🏻👍🏻👍🏻
Ibnu Hans Verdianta,5.0,2023-12-15 00:00:00,14,81,"bagus, nyaman,"
WAST BATANG,5.0,2023-12-15 00:00:00,14,82,nice place
Andrew Harcourts,5.0,2023-12-15 00:00:00,14,83,so far enak kok…
Aurora Fathyaa,4.0,2023-12-15 00:00:00,14,84,"overall oke. paling saran untuk pihak bobocabin baturraden, mohon pasang exhaust fan di kamar mandi agar aliran udara lancar sehingga tidak bau. lalu sprei kasur mohon diberi pewangi, sprei kabin saya agak berbau lembab, mungkin karena disana cuaca selalu dingin. baunya seperti karpet musola yang lembab. selain itu semua oke sesuai harga."
Oky Setiawan,5.0,2023-12-15 00:00:00,14,85,worth it for those who like stay cation + alamm. nice poll
kang lndra,4.0,2023-12-15 00:00:00,14,86,dingin
Nashrul Azmi,5.0,2023-11-15 00:00:00,14,87,cocok banget buat ngadem
johnny cole,4.0,2023-11-15 00:00:00,14,88,"i was looking a place for getaway and this is what i want peaceful and quiet, the room is basic but with nice modern touch. everything working well, just watch out for bugs sometimes not much. if lu love jungle feel, this is a must try."
Ali Ma’ruf,5.0,2023-11-15 00:00:00,14,89,bagus tempatnya dan view-nya
Novita Zain,5.0,2023-11-15 00:00:00,14,90,"kamar sangat nyaman, kamar mandi nyaman, lingkungan nyaman dan aman, petugas ramah, sarapan cukup, ada akses langsung ke air terjun. mantap"
Ridzky setiaji,5.0,2023-11-15 00:00:00,14,91,"better pas musim kemarau,karena kalo musim hujan seram juga pohon tinggi2 ranting2 jatuh ketiup angin kalo hujan..tracking ke curung nya juga lebih aman daripada pas musim hujan karena jalanya curam sempit menukik.  bagi yang suka ngemil atau gampang laper, bawa makanan banyak soalnya jauh dari tempat makan..ojol kemungkinan juga jarang mau antar.."
Anthia Dinti,5.0,2023-11-15 00:00:00,14,92,kalau pengin merasakan sensasi staycation yang baru bobocabin patut dicoba
Al Fath Ravi Haikal Pasca,5.0,2023-11-15 00:00:00,14,93,"menginap dengan experience tengah hutan..  kami menginap di room deluxe cabin dengan fasilitas kamar mandi dalam, ac, lampu ambience, handuk dan peralatan mandi.. selain itu kami dapat masker muka wow. disini juga mereka menjual makanan, karena lokasinya yang sangat jauh dari keramaian. jangan beli popmie disini, mahal wkk disediakan juga dapur bersama bagi yang membawa bekal dan hendak menghangatkan makanan di microwave. ada sarapan juga yang bisa diantar atau diambil mulai jam 7, dan rasanya cukup lumayan.. ada pilihan naskun dan nasgor saja.. pegawai lumayan helpful🤙 ada air terjun yang sangat bagus disini, pagi-pagi bisa ke taman baturaden atau ke air terjun disini, worthed 🤙 🌟⭐⭐ 8/10"
rizki hantono,5.0,2023-11-15 00:00:00,14,94,"ngikut map dari semarang,.malah dilewatkan jalan tengah hujan..extreme.. kalo yang dari semarang mending ngemap ke putwokerto dulu..setelah smoe kota putwokerto baru ngemap ke bobocabin baturaden.."
Allie Badol,5.0,2023-11-15 00:00:00,14,95,pokoke asyik buat santai2 sambil liburan
abu fariha,4.0,2023-11-15 00:00:00,14,96,sejuk
JAFAR ALDEBARAN,5.0,2023-11-15 00:00:00,14,97,"tempatnya teduh, sejuk, banyak pohon tinggi dan besar. ruangannya menyenangkan, bikin betah di dalam. kalau malam dingin tapi ada heater dan ada ac juga.  anak² senang karena bisa mainan lampu yang bisa berganti² warna, jendela yang bisa diburamkan hanya dengan sekali pencetan. ada backsound suara terapi aliran sungai atau hutan. paginya dapat sarapan nasi liwet atau nasi uduk dan kopi/teh tinggal memilih. cuma kalau laper pas tengah malam harus sedia persediaan makanan, karena warung agak jauh harus turun lagi, dan jalannya gelap dan sepi. di fasilitas aplikasinya kita bisa pesan makanan, tapi pas pesan, nyatanya enggak bisa/enggak tersedia, atau mungkin mas/mbaknya lagi malas. kalau memang enggak ada/enggak bisa, lebih baik dihilangkan saja menu pesanan makanan di aplikasinya, jadi kita enggak terlanjur berharap. akhirnya waktu itu ya terpaksa keluar/turun cari warung makan.  ada air terjun curug tirta sela yang enggak jauh dari cabin. airnya begitu jernih. di tengah perjalanan ada juga toilet, jadi kalau pas kebelet bisa ke toilet dulu, bukan di air terjunnya. ada bangunan deck/panggung dan kursi untuk foto².  kalau pagi/siang suka ada penjual keliling jasuke, siomay, tanaman hias/bonsai."
Zola Zulaikha,5.0,2023-10-16 00:00:00,14,98,sunyi yang menenangkan
Alif Bramasta Kusumah,5.0,2023-10-16 00:00:00,14,99,just perfect for short escape!
Nadiah Fatina,5.0,2023-10-16 00:00:00,14,100,terbaik sih 😘 adem banget tapi enggak bikin menggigil. definisi healing benaran. suka banget
Tony Hariadi,3.0,2023-10-16 00:00:00,14,101,it's not for everyone. difficult to contact front desk from your room. you can't go anywhere when it's raining.
Wedangan Chekly,5.0,2023-09-16 00:00:00,14,102,hutan
zhafizky Bian,5.0,2023-09-16 00:00:00,14,103,"masuk ke area hutan lindung baturaden sudah bayar duluan. kukira ada free akses kalau mau nginep di bobocabin. tapi okelah mungkin biar sama sama dapat income. kamar nya oke , konsep smart room yang belum banyak saingannya jadi experience baru buat saya. suasananya tenang, cuman kalau mau kesini jangan bawa koper ya. bawa tas saja yang gedean. repot bawanya karena jalanan didominasi anak tangga. enggak ada ram buat koper. untuk karyawannya ramah. sip bisa buat alternatif healing"
Khusni Anajib,5.0,2023-09-16 00:00:00,14,104,suasananya enak buat nugas
Lilik - Athena,5.0,2023-09-16 00:00:00,14,105,"tempat nya asik, kabinya bersih. sekedar info water heaternya panasnya lagi lama jadi kalo mandi 2x  kasih jarak yang agak lama ya"
Aridya Pryahita Yanuandari,5.0,2023-09-16 00:00:00,14,106,"cocok buat healing refreshing..cabin nya bagus,kamar mandi bagus bersih ,suasana hutan pinus dan ada privat air terjun nya..bagi yang suka wisata alam rekomend👍"
Stefanus Danang Bagus Susanto,4.0,2023-09-16 00:00:00,14,107,tempat romantis di tengah hutan dengan hawa yang sejuk dan tenang
Chenchen,3.0,2023-09-16 00:00:00,14,108,"it was okay. the signal wasn't stable. host during chat wasn't really responsive. freezing cold at night. instead of putting aircon, having room heater would be better. bed mattress is very stiff, and really hate the pillows."
Rama Randika,1.0,2023-09-16 00:00:00,14,109,"pertanggung jawabannya kurang cepat, lelet‼️ hati-hati yang mau kesana membawa kendaraan, karena parkir di area hutan (bobocabin) jika kejatuhan ranting atau dahan pohon yang menyebabkan mobil kita rusak bukan tanggung jawab bobocabin.  kata petugas disana pun mengakui bahwa pohon2 disana sudah pada tua dan sangat wajar untuk kejadian seperti ini, jadi paling dikasih komplaiment sarapan saja. (tidak sebanding) alhasil harus ganti pakai uang pribadi aduh  dari maret sampai agustus belum ada kejelasan dari pihak bobocabin⭐️"
Faizal Hanif,5.0,2023-09-16 00:00:00,14,110,great experience like no other 👍
Kenysha Kaylifa,5.0,2023-08-17 00:00:00,14,111,"so far so good. good for solo traveling too. sinyal oke, ada wifi yang cukup kencang. masih bisa untuk wfh.  kalo sukanya ngemil atau jajan malem2, better sudah bawa jajanan yang sekiranya bisa diangetin. soalnya ada dapur bersama dan ada microwave.di kamar juga ada ketel masak air dan ada air humidifier juga. kalo pagi sampai sore kadang ada abang2 sate yang jualan di depan."
Choirunnisa Ihsan,5.0,2023-08-17 00:00:00,14,112,"astaga seru banget healing disini seperti biasanya di semua bobocabin pasti ada waterfall nya dan ini my first waterfall btw asli norak, bagi aku yang kaum mager untuk traking begitu, ini prestasi luar biasa aku benar-benar turun sekitar 100kaki mungkin ya jadi disini aku pilih breakfast paket waterfall, sistemnya kami masak sendiri, ada beef, roti, telor sama sosis enak sih seru cuma lama-lama panas bunda  oh iya fyi aku berangkat dari arah timur perjalanan sekitar 3 jam kami jalan jam 7malam kami buta jalan cuma ngandelin maps dan luar biasa terkejot nya kami, padahal kami deh pilih menggunakan mobil cuma jalan yang diberikan adalah jalan membelah hutan benar-benar hutan pertama kaget karena pintu masuk nya kayak sudah terbengkalai lama tapi cuma yakin saja begitu sama maps kalo enggak bakal kelamaan dihutan dan omg sekitar 20km kami didalem hutan  tapi disetengah jalan ada keyakinan memang jalan ini digunakan melihat ada bekas baru ban mobil yang menginjak lumpur terus kami ketemu satu mobil dan pas bertanya katanya benar sesuai lokasi  disitu baru tenang tapi jujur jalannya sempit dan repot kalau pas ketemu mobil lain mending muter agak jauhan ke kota dari pada lewat begitu kami dijalann super lambat baru sampai cabin dijam 11an"
TOKO HERBAL GRIYA MUSLIM CILACAP,5.0,2023-08-17 00:00:00,14,113,subhaanalloh.
Trip.com Member,5.0,2023-08-17 00:00:00,14,114,"bobocabin is truly extraordinary, the experience it provides is very unique and amazing. the environment is incredibly lush and refreshing. highly recommended for those who seek solitude away from the crowds. there are facilities for barbecues, and there's a breathtaking waterfall ini the bobocabin baturraden area. cool!"
Ngisom Ngisom,5.0,2023-08-17 00:00:00,14,115,"cool, comfortable"
TEGUH ARIYANTO,2.0,2023-08-17 00:00:00,14,116,hanya berbeda saja.
ghofur syaiby,4.0,2023-08-17 00:00:00,14,117,pengalaman bagus untuk menginap bersama keluarga
janna shafa,5.0,2023-08-17 00:00:00,14,118,"aksesnya gampang, banyak rumah makan yang dekat dari situ kalo pengin makan keluar malam-malam. cabin-nya bersih, dan pemandangannya juara. curug-nya bagus bgttttbgtbgt. pasti bakal balik lagi kesini! 🤗"
Herry Bae,4.0,2023-08-17 00:00:00,14,119,rekomen banget buat yang mencari ketenangn & kesunyian
Wita Sari,5.0,2023-08-17 00:00:00,14,120,"tempat yang cocok sekali buat ng-chill, suasana nya enak banget, view kota purwokerto terlihat bagus, ketika ksna cuaca nya enggak dingin2 banget, enak segar udara nya, cocok untuk menyepi dari hiruk pikuk suasana kota yang crowded..cabin nya nyaman sekali, canggih, toilet nya nyaman cuman karena water heater nya pakai listrik jadi sudah di pakai mandi 1 orang musti menunggu sekitar 2 jam buat air nya panas lagi, tapi mandi pakai air dingin juga segar kok..kasurnya mungkin di desain khusus buat cabin, jadi enggak terlalu empuk kayak di hotel2 pada umunya tapi so far masih tetap nyaman dan bisa tidur nyenyak. terdapat juga dapur bersama yang ada wicrowave nya jadi kita bisa ngangetin makanan yang kita bawa. fyi untuk sarapan pagi, di depan lobby nya suka ada yang jualan nasi kuning. untuk bbq juga bisa di pesan kalo mau, kalo aku kemarin bawa sendiri peralatan sama bahan2 nya..pkknya selama stay di bobocabin baturraden menyenangkan, next pasti di agendakn untuk stay ksna lagi.."
Icha Afkarina,5.0,2023-08-17 00:00:00,14,121,"pertama setelah booking, sangat disarankan untuk segera download aplikasi bobobox karena kita masuk keluar cabin via scan aplikasi. nanti jam 14.00 check-ini bakalan banyak yang download barengan. sebelum jam 14.00 checkin saja verifikasi data jalanjalan lalu langsung checkin jam 14.00  lokasinya kurang lebih 30 menit dari stasiun purwokerto. tempatnya enak buat healing ada di tengah kebun raya. dingin banget. prepare your jacket 🙂 bawa makanan. sayang pas kesana hujan jadi enggak bisa bbq-an tapi enak buat tidur sih. air panas berfungsi dengan baik walaupun untuk mandi 2 orang harus menunggu.  sayang untuk masuk harus bayar tiket masuk ke kebun raya. harusnya untuk tamu bobocabin tidak perlu bayar lagi :( karena untuk harga bobocabin di weekday saja sudah pricey.  tidak wheelchair dan stroller friendly ya :("
Re Wijaya,5.0,2023-08-17 00:00:00,14,122,"hawa sejuk, hutan dengab pohon2 yang besar dan tinggi. pelayanan baik, kamar cukup nyaman."
