name,star,time,Place Id,review_id,reviews,final_text
dewi ida,5.0,2024-06-12 00:00:00,14,38,"diawali rasa penasaran tapi juga khawatir di saat bersamaan, aku & suami nekat saja booking akomodasi ini. penasaran karena enggak biasa (di tengah hutan & unik cabinnya) & khawatir karena takutnya bakal bosan (aku bukan orang yang suka wisata alam hehe...). ternyata sampai lokasi, i was stunned. so cute, so calm, so serene, yet so modern.  staycation + healing kali ini sukses banget. thanks a lot bobocabin baturraden. next mencoba bobocabin mana lagi ya? 😁",starting with curiosity but also worry at the same time my husband and i just dared to book this accommodation curious because it unusual in the middle of the forest unique cabin worried because i wa afraid of getting bored im not someone who like nature tourism hehe it turn out that when i arrived at the location i wa stunned so cute so calm so serene yet so modern this staycation healing wa a success thanks a lot bobocabin baturraden next time ill try bobocabin which one
buat senang,5.0,2024-06-12 00:00:00,14,39,kuntilanak nya banyak,there are lot of ghost
anshah lesmana,5.0,2024-06-12 00:00:00,14,40,"pengalaman yang menarik banget memutuskan nginep disini, entah ya kalo bobocabin lain tapi di baturaden ini vibes nya seru banget, benar benar di tengah hutan pinusnya perhutani, adem, tenang benaran healing ❤️  pagi tuh juga syahdu banget suasananya..  soal cabin ya standar ya kalo ngarepin yang bagus banget ya enggak, tapi nyaman iya kok nyaman even saya bawa 1 toodler dan 1 bayi mereka nyaman ❤️ toodler senang bisa ganti2 lampu, ada efek suara dsb hihi hightech ya!  ya capek naik saja sih wkwk  ada curug dalam komplek bobocabin tapi enggak kesana karena jalannya kurang kids friendly jadi cari curug lain hihi  jalan ke komplek bobocabinnya lumayan ya jangan langsung malam sih kesini enak dari siang jadi tau medan hehe",it wa a very interesting experience deciding to stay here i dont know if there are other cabin but in baturaden the vibe are really exciting it really in the middle of the pine forest it forestlike cool calm really healing the morning wa also very beautiful i want a really good one but it comfortable yes it comfortable even if i bring 1 toodler and 1 baby theyre comfortable toodler can easily change the light have sound effect etc hihi hightech yes im tired just going up there a waterfall in the bobocabin complex but i cant go there because the road is not kidfriendly so im looking for another waterfall hi the road to the bobocabin complex is pretty good dont go here at night it better than the day so i know the terrain
mia andromeda,3.0,2024-06-12 00:00:00,14,41,"self service menggunakan aplikasi bobobox, berlokasi di dalam hutan, akses menuju bobocabin di malam hari gelap gulita  btw akses ke bobocabin kudu bayar lagi di loket depan 25 ribu per orang padahal sudah bilang mau menginap di bobocabin 😌  di dalam area bobocabin ada air terjun yang cantik sekali, tapi aksesnya enggak aman buat anak kecil apalagi orangtua (tangga curam)  dipan mohon maaf berdebu sekali 😁  toilet cukup bersih apabila ingin makan malam di bobocabin bisa order melalui aplikasi bobobox (tapi harga cukup mahal ya)  sarapan enak tapi tidak bervariasi  tidak ada hal lain yang bisa dilakukan disekitar selain jalan ke air terjun, jadi menurut saya kurang menarik apalagi dengan harga yang cukup mahal dan dipan yang berdebu 🙏🏻",self service using the bobobox application located in the forest access to bobocabin at night is pitch black btw access to bobocabin must be paid again at the front counter 25 thousand per person even though i said i wanted to stay at bobocabin in the bobocabin area there is a very beautiful waterfall but access is not safe for small child let alone the elderly steep stair the bed is very dusty sorry the toilet is quite clean if you want to have dinner at bobocabin you can order through the bobobox application but the price is quite expensive breakfast is delicious but not varied there is nothing else to do around besides walking to the waterfall so in my opinion it is not interesting especially with the price being quite expensive and the bed being dusty
nisya dillah,5.0,2024-06-12 00:00:00,14,42,pasti kembali lagi,definitely come back again
Handi S,5.0,2024-06-12 00:00:00,14,43,kamarnya bersih. ada jendela kaca langsung hadap ke hutan pinus. tmptnya dingin. ada air terjun dekat sana. recomended 👍👍,the room is clean there is a glass window directly facing the pine forest the place is cool there is a waterfall nearby recommended
rizky “putra” pratama,5.0,2024-06-12 00:00:00,14,44,tempat terbaik sepanjang liburan ❤️,the best place throughout the holiday
Aly Genzo,5.0,2024-06-12 00:00:00,14,45,"lokasi ada didalam kebun raya baturaden,sangat mudah diakses,gajauh dsri pintu masuk baturaden via purwokerto. suasana adem asri,enak buat istirahat. pelayanan baik,ramah ramah, kalo malam syahdu suara alamnya.. kalo siang bosan bisa jalan jalan ke curug,jalan 15 langsung sampai ke curug yang sangat bagus.",the location is in the baturaden botanical garden very easily accessible not far from the baturaden entrance via purwokerto beautiful cool atmosphere good for relaxing good service friendly if it night the sound of nature is mesmerizing if youre bored during the day you can walk to the waterfall road 15 directly to the waterfall which is very nice
Yakup Toni,5.0,2024-06-12 00:00:00,14,46,"bobocabin baturraden, purwokerto bobocabin stay. room : cabin superbersih staff : ramah, cuman agak lama saja kalo kita rikues sesuatu.. lokasi : hutan pinus..udara bersih.. tenang, cozy,   . parkir ada dan luas, pokoknya ini : ""stunning location, breathtaking place, cozy place, amazing wilderness, incredible air, epic place"". overall, 5⭐ + 5⭐ again for all the judges given.!",bobocabin baturraden purwokerto bobocabin stay room super clean cabin staff friendly just a bit long if we request something location pine forestclean air quiet cozy parking is available and spacious basically this is stunning location breathtaking place cozy place amazing wilderness incredible air epic place overall 5 5 again for all the judge given
anwar subianto,5.0,2024-06-12 00:00:00,14,47,"alhamdulillah, pengalaman pertama merasakan dan menginap di bobocabin. mungkin akan mencoba akomodasi sejenis di tempat lain",alhamdulillah first experience to feel and stay in bobocabin maybe will try similar accommodation in other place
FAN,5.0,2024-05-13 00:00:00,14,48,recommended lah,recommended lah
awan ganesha,5.0,2024-05-13 00:00:00,14,49,peaceful place to spend the weekend,peaceful place to spend the weekend
Aviani Dewi,5.0,2024-05-13 00:00:00,14,50,masuk untuk masuk ke curug.,enter to enter the waterfall
Debora Catur,4.0,2024-05-13 00:00:00,14,51,"tempat nya nyaman sunyi, vibes nya kayak hutan benaran, kamarnya bersih, deluxe cukup untuk 2 dewasa + 1 anak kecil bbq package juga ada buat seru seruan malam breakfast nya nasi goreng dan nasi kuning nya lumayan enak juga, sayang dapat cabin paling ujung jauh dari lobi pas bawa bocil agak repot ada curug nya bagus dan enggak jauh dari cabin, berasa private over all menyenangkan,  (-) jalan nya ke cabin cabin licin dan banyak lumut, di depan kamar pun juga saran untuk yang dari semarang nge maps langsung ke bobocabin, better ke purwokerto kota dulu karena kita kemarin lewat di tengah hutan 🙀 untung kita ke sana pagi jadi enggak begitu creepy",the place is comfortable and quiet the vibe are like a real forest the room is clean deluxe is enough for 2 adult 1 small child there is also a bbq package for a night out the lobby is a bit of a hassle when you bring a bocil there is a nice waterfall and it is not far from the cabin it feel private over all and pleasant the road to the cabin is slippery and there is a lot of moss in front of the room is also a suggestion for those from semarang to use map directly to bobocabin better go to purwokerto kota first because we passed in the middle of the forest yesterday luckily we went there in the morning so it wasnt so creepy
Arifur Rahman,5.0,2024-05-13 00:00:00,14,52,"terletak di kawasan wana wisata baturraden, opsi wisata lain enggak jauh dari lokasi ini. ada curug tirta sela",located in the baturraden tourist forest area other tourist option are not far from this location there is the tirta sela waterfall
Pandu Wibowo,5.0,2024-05-13 00:00:00,14,53,"tempat yang cocok untuk kembali ke alam. tenang dan sunyi, hanya suara alam. mengeratkan kembali ikatan keluarga di tengah alam sambil menghabiskan waktu bersama",a perfect place to get back to nature calm and quiet just the sound of nature reestablish family tie in the midst of nature while spending time together
Uliek Mandiri,2.0,2024-04-13 00:00:00,14,54,"the ambience was great, quite, clear air. the room was comfortable and set up with smart home equipment. too bad the service was poor. i ordered indomie from one of their menu which according to the staff’s information during check ini will be sub-coned to local people. after ini total 2,5 harus waiting, chat the staff through their app, sent my sons to check with staff, went together with hubby to meet the staff.. my chat went unanswered and the indomie never came. finally at 7pm we decided to go outside to have our dinner. our stay experience could have been great, if only the host put more attention to their service quality.",the ambience wa great quite clear air the room wa comfortable and set up with smart home equipment too bad the service wa poor i ordered indomie from one of their menu which according to the staff’s information during check ini will be subconed to local people after ini total 25 harus waiting chat the staff through their app sent my son to check with staff went together with hubby to meet the staff my chat went unanswered and the indomie never came finally at 7pm we decided to go outside to have our dinner our stay experience could have been great if only the host put more attention to their service quality
Julisa Then,5.0,2024-04-13 00:00:00,14,55,keren konsepnya. serba digitalisasi,cool concept all digital
Rahmat Juwanto,5.0,2024-04-13 00:00:00,14,56,bagus,good
Moez,5.0,2024-04-13 00:00:00,14,57,"everything was superb just input for further improvement, need a stronger wifi signal 😁",everything wa superb just input for further improvement need a stronger wifi signal
Rani Rdm,5.0,2024-03-14 00:00:00,14,58,"sangat private ,, jauh dari keramaian kota. service ok ,, cabin bersih, air panas lancar tidak ada kendala . sarapan juga enak ( nasi goreng dan nasi kuning ). akses sangat mudah  💕 untuk review lengkapnya bisa dilihat di youtube ricky farici ya 🥰",very private far from the hustle and bustle of the city service ok cabin clean hot water smooth no problem breakfast is also delicious fried rice and yellow rice access is very easy for a complete review can be seen on youtube ricky farici yes
krisno dwi raharjo,4.0,2024-03-14 00:00:00,14,59,"menyatu dengan hutan, tatanan kamar compact, sound system dan pencahayaan dalam kamar membuat semakin nyaman",blending with the forest compact room layout sound system and lighting in the room make it even more comfortable
kangmas faturi,1.0,2024-03-14 00:00:00,14,60,jelek banget pelayananya. tidak bisa refund maupun rescedul. apalagi kalau weekend tidak bisa diandalkan.,the service is really bad cant refund or reschedule especially on weekend it cant be relied on
Muchamad Fatchuri,1.0,2024-03-14 00:00:00,14,61,tidak bisa rescedul maupun refund. jelek banget pelayanannya.. apalagi kalau weekend tidak bisa diandalkan.,cannot be rescheduled or refunded the service is really bad especially on weekend it not reliable
Aprilia Fajriati,5.0,2024-03-14 00:00:00,14,62,"tempat refreshing yang nyaman, udaranya ok, bisa ke air terjun yang berasa milik pribadi, suasananya enak, service nya ok, amenities juga lengkap. aksesnya juga mudah. harus mencoba sih tidur ditengah hutan ❤️ waktu itu ada promo jadi cuma kena di rate 500k/night",comfortable refreshing place the air is ok you can go to the waterfall which feel like your own property the atmosphere is nice the service is ok the amenity are also complete access is also easy you have to try sleeping in the middle of the forest at that time there wa a promo so the rate wa only 500knight
Mila myela,5.0,2024-03-14 00:00:00,14,63,"kamar bersih dan fasilitas ok makanannya pun juga enak. enggak jauh dari situ ada curug. mohon untuk kebersihan lebih dijaga, tempat makan bersama dan jalan2nya banyak dedaunan yang sepertinya sudah berhari2 tidak disapu, batang2 pohon yang ditebang juga tergeletak begitu saja enggak dirapikan.",clean room and good facility the food is also delicious not far from there is a waterfall please maintain cleanliness more the communal dining area and the path are full of leaf that look like they havent been swept for day the trunk of felled tree are also just lying around not tidied up
Moch. Iqbal Kurniawan,5.0,2024-02-13 00:00:00,14,64,amazing,amazing
unknown,5.0,2024-02-13 00:00:00,14,65,mantap 👍,steady
Leni aiai,5.0,2024-02-13 00:00:00,14,66,keren,keren
Andini Nur Wahyuning Putri,5.0,2024-02-13 00:00:00,14,67,for people who love quiet places. this hotel is very recommended!,for people who love quiet place this hotel is very recommended
Terang Abadi,5.0,2024-02-13 00:00:00,14,68,"refreshing disini cukup nyaman, ada fasilitas api unggun, (arang berbayar) air terjun dalam lokasi (namun menuju lokasi agak ekstrem naik turun dan licin) tapi bagus banget masih asri.  kamar bagus dan bersih, modern dengan musik dan lampu yang keren bisa disetting sesuai pilihan.  lokasi didalam tempat wisata jadi harus bayar masuknya. include kebun dan pencuran air hangat.  suasana masih hutan hijau segar kalau malam sunyi senyap.",refreshing here is quite comfortable there are campfire facility charcoal paid waterfall in the location but towards the location is a bit extreme up and down and slippery but it really nice still natural nice and clean room modern with cool music and light that can be set according to choice the location is in a tourist spot so you have to pay to enter includes garden and hot water fountain the atmosphere is still a fresh green forest if the night is quiet
Dian Nugroho,5.0,2024-01-14 00:00:00,14,69,"sangat sangat rekomen untuk dicoba tidur di tengah hutan. benar benar healing, air terjunya sangat indah dan bisa untuk berenang",very very recommended to try sleeping in the middle of the forest really healing the waterfall is very beautiful and you can swim
jaka wiradinata,4.0,2024-01-14 00:00:00,14,70,nice modern cabin experience,nice modern cabin experience
Rajeendra Anthuryo,5.0,2024-01-14 00:00:00,14,71,the place was beautiful,the place wa beautiful
Rama Adinugraha,5.0,2024-01-14 00:00:00,14,72,"tempatnya asik, cukup dingin, punya curug yang private khusus untuk bobo cabin, jdnya enak.. malemnya bisa pesan barbequean, cocok banget buat staycation disini, enggak sia2 jauh2 dari bandung kesini..",the place is cool it quite cold it ha a private waterfall specially for bobo cabin it good you can order barbequean in the evening it perfect for a staycation here it not for nothing that it far from bandung here
Lingga Arrum,5.0,2024-01-14 00:00:00,14,73,"pengalaman menginap yang sangat luar biasa. benar-benar rekomendasi banget buat yang mau istirahat dari bisingnya perkotaan. walaupun menuju kabin melewati banyak anak tangga tapi cukup kids friendly. saya bawa anak 1,5 tahu dan 3 tahun mereka happy banget.",a very extraordinary stay experience really highly recommended for those who want to take a break from the noise of the city although going to the cabin through many stair but quite kid friendly i brought a 15 year old and 3 year old child they were very happy
Tahanan KPK,5.0,2024-01-14 00:00:00,14,74,nyaman serasa di kampung,comfortable feel like being in a village
hery sehastian,5.0,2024-01-14 00:00:00,14,75,pegalaman menginap disini itu tenang dan damai. karena dikawasan baturraden jadi selama menginap disini bisa melakukan banyak kegiatan,the experience of staying here is calm and peaceful because it is in the baturraden area so while staying here you can do many activity
Hany Kristinawati,5.0,2024-01-14 00:00:00,14,76,"saran saya jangan mengikuti gmap soalnya akan diputer puterin ke jalan kecil,mendingan bertanya orang sekitar buat lewat jalan utama menuju baturaden,bobocabinnya searah dengan wanawisata baturaden",my suggestion is not to follow the gmap because it will take you round a small road it better to ask people around to go via the main road to baturaden bobo cabin is in the same direction a baturaden ecotourism
Dias Taradhika,5.0,2024-01-14 00:00:00,14,77,"tempatnya bersih, pemandangan indah banget sejauh mata memandang hijau dan rimbunnya hutan , sunyi tenang, stafnya ramah-ramah banget. baru datang langsung disarankan pakai free wifi bobocabin, mantap sih. stafnya seriusan murah senyum, setiap papasan saja senyum ramah banget. makanannya enak banget. kemarin dapat nasi goreng, makannya pakai piring seng, jadul penuh kenangan. kalo malam, bisa bbq-an ngegrill chicken marinated atau wagyu tenderloin. booking bobocabin sudah free ke curug dan kebun raya baturraden. curugnya indah, enggak ramai orang, trek menuju curug naik turun tapi aman karena disediakan tangga dan handrailnya. menurutku sih, bobocabin baturraden, berasa banget glamping di dalam hutan rimbunnya. mau datang kesini lagi, tunggu ya. keren sih.",the place is clean the view is very beautiful a far a the eye can see green and lush forest quiet and peaceful the staff are very friendly just arrived immediately suggested to use free wifi bobocabin great the staff is serious smiling a lot every time we pas each other they smile very friendly the food is very delicious yesterday i got fried rice ate it on a zinc plate old school full of memory at night you can barbecue marinated chicken or wagyu tenderloin booking bobocabin already free to go to the waterfall and baturraden botanical garden the waterfall is beautiful not crowded with people the track to the waterfall is up and down but safe because there are stair and handrail in my opinion bobocabin baturraden really feel like glamping in the lush forest want to come here again wait cool
sri mulyani,5.0,2024-01-14 00:00:00,14,78,"suka keliling bobocabin bobobox.. curug nya bagus banget. tapi kalo malam gelap banget enggak ada lampu sepanjang gunung, tapi pemandangan dipagi hari indah banget",like to go around bobocabin bobobox the waterfall is very nice but if the night is very dark there are no light along the mountain but the scenery in the morning is very beautiful
amanda L,5.0,2024-01-14 00:00:00,14,79,kalo mau yang hutan banget ini sih cocok banget dan enak banget.. aku meminta cabin atas view bagus cuma jalannya agak2 melelahkan naiknya.. mas2.nya gercep dan okee lah.. kalo mau bobo sini pastiin sudah download aplikasi bobobox biar cepat check ini..,if you want the forest this is very suitable and very tasty i asked for a cabin with a good view but the road is a bit tiring going up bro it quick and okay if you want to sleep here make sure you have downloaded the bobobox application so that you can check it quickly
Constantino Waleng,5.0,2024-01-14 00:00:00,14,80,keren dapat suasana baru untuk accomodasi 👍🏻👍🏻👍🏻👍🏻,cool to get a new atmosphere for accommodation
Ibnu Hans Verdianta,5.0,2023-12-15 00:00:00,14,81,"bagus, nyaman,",nice comfortable
WAST BATANG,5.0,2023-12-15 00:00:00,14,82,nice place,nice place
Andrew Harcourts,5.0,2023-12-15 00:00:00,14,83,so far enak kok…,so far it delicious
Aurora Fathyaa,4.0,2023-12-15 00:00:00,14,84,"overall oke. paling saran untuk pihak bobocabin baturraden, mohon pasang exhaust fan di kamar mandi agar aliran udara lancar sehingga tidak bau. lalu sprei kasur mohon diberi pewangi, sprei kabin saya agak berbau lembab, mungkin karena disana cuaca selalu dingin. baunya seperti karpet musola yang lembab. selain itu semua oke sesuai harga.",overall okay most suggestion for bobocabin baturraden please install exhaust fan in the bathroom so that air flow is smooth so it doesnt smell then please give the bed sheet some fragrance my cabin sheet smell a bit damp maybe because the weather is always cold there it smell like damp prayer room carpet other than that everything is okay according to the price
Oky Setiawan,5.0,2023-12-15 00:00:00,14,85,worth it for those who like stay cation + alamm. nice poll,worth it for those who like stay cation alamm nice poll
kang lndra,4.0,2023-12-15 00:00:00,14,86,dingin,cold
Nashrul Azmi,5.0,2023-11-15 00:00:00,14,87,cocok banget buat ngadem,very suitable for ngadem
johnny cole,4.0,2023-11-15 00:00:00,14,88,"i was looking a place for getaway and this is what i want peaceful and quiet, the room is basic but with nice modern touch. everything working well, just watch out for bugs sometimes not much. if lu love jungle feel, this is a must try.",i wa looking a place for getaway and this is what i want peaceful and quiet the room is basic but with nice modern touch everything working well just watch out for bug sometimes not much if lu love jungle feel this is a must try
Ali Ma’ruf,5.0,2023-11-15 00:00:00,14,89,bagus tempatnya dan view-nya,nice place and view
Novita Zain,5.0,2023-11-15 00:00:00,14,90,"kamar sangat nyaman, kamar mandi nyaman, lingkungan nyaman dan aman, petugas ramah, sarapan cukup, ada akses langsung ke air terjun. mantap",very comfortable room comfortable bathroom comfortable and safe environment friendly staff sufficient breakfast direct access to the waterfall excellent
Ridzky setiaji,5.0,2023-11-15 00:00:00,14,91,"better pas musim kemarau,karena kalo musim hujan seram juga pohon tinggi2 ranting2 jatuh ketiup angin kalo hujan..tracking ke curung nya juga lebih aman daripada pas musim hujan karena jalanya curam sempit menukik.  bagi yang suka ngemil atau gampang laper, bawa makanan banyak soalnya jauh dari tempat makan..ojol kemungkinan juga jarang mau antar..",better during the dry season because if the rainy season horror also high tree branch fall blown by the wind if it rain tracking to the slope is also safer than during the rainy season because the net is steep and narrow for those who like to snack or easily hungry bring a lot of food because far from the place to eat ojol likely also rarely want to deliver
Anthia Dinti,5.0,2023-11-15 00:00:00,14,92,kalau pengin merasakan sensasi staycation yang baru bobocabin patut dicoba,if you want to feel the sensation of a staycation that is new to bobocabin you should try it
